 exp   x    Q2    WSQ   F2Dp_data   F2Dp_err  F2Dp_norm  F2Dp_f1f217   F2Dp_ineft   F2d_f1f217   F2p_f1f217      F2d_ineft   F2p_ineft
8.0   0.22800   0.63200   3.02028      0.92030      0.05380      0.01000          1.70419          0.83571          0.54759          0.32132          0.26857          0.32137
8.0   0.23100   0.63800   3.00426      0.91160      0.05360      0.01000          1.68215          0.81896          0.54921          0.32650          0.26815          0.32743
8.0   0.23500   0.64500   2.98004      0.89230      0.05370      0.01000          1.64462          0.79465          0.55138          0.33526          0.26746          0.33657
8.0   0.23900   0.65200   2.95639      0.87700      0.05380      0.01000          1.60479          0.77307          0.55305          0.34462          0.26670          0.34499
8.0   0.24400   0.65800   2.91908      0.83040      0.05390      0.01000          1.54585          0.74762          0.55468          0.35882          0.26547          0.35509
8.0   0.24800   0.66500   2.89681      0.76850      0.05390      0.01000          1.51810          0.73882          0.55444          0.36522          0.26457          0.35810
8.0   0.25200   0.67100   2.87205      0.73650      0.05360      0.01000          1.50036          0.73640          0.55316          0.36869          0.26354          0.35788
8.0   0.25600   0.67800   2.85079      0.69810      0.04980      0.01000          1.49744          0.74063          0.55088          0.36788          0.26252          0.35446
8.0   0.26100   0.68400   2.81704      0.74630      0.04980      0.01000          1.51609          0.75893          0.54553          0.35982          0.26096          0.34386
8.0   0.26500   0.69100   2.79690      0.76240      0.04970      0.01000          1.53699          0.77539          0.54078          0.35184          0.25981          0.33507
8.0   0.26900   0.69800   2.77715      0.80290      0.04980      0.01000          1.56236          0.79451          0.53523          0.34258          0.25860          0.32549
8.0   0.27400   0.70400   2.74570      0.86100      0.04970      0.01000          1.60889          0.82848          0.52564          0.32671          0.25681          0.30997
8.0   0.27800   0.71100   2.72691      0.90420      0.04980      0.01000          1.63786          0.84945          0.51882          0.31677          0.25547          0.30075
8.0   0.28300   0.71700   2.69692      0.93490      0.04970      0.01000          1.68365          0.88174          0.50811          0.30179          0.25352          0.28752
8.0   0.28800   0.72400   2.67024      0.97210      0.04990      0.01000          1.72157          0.90761          0.49830          0.28944          0.25156          0.27717
8.0   0.29300   0.73000   2.64182      1.00030      0.04990      0.01000          1.75696          0.93075          0.48851          0.27804          0.24944          0.26800
8.0   0.29700   0.73700   2.62484      0.96170      0.05000      0.01000          1.77506          0.94188          0.48253          0.27184          0.24787          0.26317
8.0   0.30200   0.74300   2.59762      1.00520      0.05000      0.01000          1.79852          0.95516          0.47448          0.26382          0.24563          0.25716
8.0   0.30700   0.75000   2.57335      0.97600      0.05010      0.01000          1.81364          0.96169          0.46801          0.25805          0.24340          0.25310
8.0   0.31200   0.75600   2.54743      0.99510      0.05020      0.01000          1.82299          0.96276          0.46230          0.25360          0.24104          0.25036
8.0   0.31800   0.76300   2.51673      0.97600      0.05020      0.01000          1.82480          0.95540          0.45702          0.25045          0.23813          0.24925
8.0   0.32300   0.76900   2.49216      1.00030      0.05190      0.01000          1.81835          0.94216          0.45392          0.24963          0.23571          0.25018
8.0   0.32800   0.77600   2.47021      0.99880      0.05550      0.01000          1.80577          0.92430          0.45176          0.25017          0.23336          0.25247
8.0   0.33400   0.78300   2.44167      0.97370      0.05240      0.01000          1.77861          0.89244          0.45058          0.25333          0.23048          0.25826
8.0   0.33900   0.78900   2.41879      0.95900      0.05050      0.01000          1.74606          0.85972          0.45041          0.25796          0.22818          0.26541
8.0   0.34500   0.79600   2.39160      0.95070      0.05040      0.01000          1.69298          0.81353          0.45090          0.26634          0.22556          0.27726
8.0   0.35000   0.80200   2.36978      0.86590      0.05040      0.01000          1.63846          0.77250          0.45141          0.27551          0.22355          0.28939
8.0   0.35600   0.80900   2.34383      0.81250      0.05020      0.01000          1.56177          0.72337          0.45164          0.28919          0.22134          0.30598
8.0   0.36200   0.81500   2.31674      0.77670      0.05020      0.01000          1.47659          0.67932          0.45104          0.30546          0.21921          0.32269
8.0   0.36800   0.82200   2.29205      0.70320      0.05020      0.01000          1.40738          0.65353          0.44840          0.31860          0.21683          0.33179
8.0   0.37400   0.82800   2.26626      0.66370      0.05020      0.01000          1.36085          0.64800          0.44322          0.32569          0.21371          0.32980
8.0   0.38000   0.83500   2.24272      0.63000      0.05020      0.01000          1.35393          0.66333          0.43594          0.32198          0.20979          0.31626
8.0   0.38700   0.84200   2.21407      0.65430      0.05030      0.01000          1.39314          0.70563          0.42455          0.30474          0.20479          0.29022
8.0   0.39300   0.84800   2.19012      0.72240      0.05040      0.01000          1.46173          0.78399          0.41290          0.28248          0.20877          0.26629
8.0   0.39900   0.85500   2.16821      0.79900      0.05040      0.01000          1.54097          0.80669          0.40062          0.25998          0.19832          0.24584
8.0   0.40600   0.86100   2.14004      0.82590      0.05060      0.01000          1.63866          0.82772          0.38402          0.23435          0.18530          0.22387
8.0   0.41300   0.86800   2.11405      0.87990      0.05080      0.01000          1.71294          0.85615          0.36797          0.21482          0.17768          0.20754
8.0   0.42000   0.87400   2.08731      0.94320      0.05100      0.01000          1.76982          0.87724          0.35211          0.19895          0.17046          0.19431
8.0   0.42700   0.88100   2.06259      0.92860      0.05120      0.01000          1.80572          0.88795          0.33815          0.18727          0.16376          0.18443
8.0   0.43400   0.88700   2.03713      0.94890      0.05140      0.01000          1.82956          0.89093          0.32530          0.17780          0.15704          0.17626
8.0   0.44100   0.89400   2.01357      1.00870      0.05300      0.01000          1.84144          0.89406          0.31428          0.17067          0.15193          0.16993
